cm,CU,
6.63774051044521,1.01655222229234,
6.67692241167686,1.01529331279941,
6.71610431290851,1.01392486536009,
6.75528621414016,1.01252541054662,
6.7944681153718,1.01173339742496,
6.83365001660345,1.01060786926542,
6.8728319178351,1.00925803272039,
6.91201381906674,1.00768891213195,
6.95119572029839,1.00643750831244,
6.99037762153004,1.00502909888149,
7.02955952276168,1.00236286989479,
7.06874142399333,0.998351529071884,
7.10792332522498,0.998769650898852,
7.14710522645662,0.999445472101384,
7.18628712768827,0.993905094225308,
7.22546902891992,0.987215874182003,
7.26465093015157,0.982088198219026,
7.30383283138321,0.97228279648888,
7.34301473261486,0.957075174010901,
7.38219663384651,0.93679566825838,
7.42137853507815,0.907915385116931,
7.4605604363098,0.869450860142748,
7.49974233754144,0.817037824748694,
7.53892423877309,0.749814037190125,
7.57810614000474,0.670172204696738,
7.61728804123639,0.583063225169862,
7.65646994246803,0.49383245540948,
7.69565184369968,0.405963356025967,
7.73483374493133,0.322887019342171,
7.77401564616298,0.25188404123301,
7.81319754739462,0.199239439328744,
7.85237944862627,0.163962747215306,
7.89156134985791,0.141097762589939,
7.93074325108956,0.125826874265472,
7.96992515232121,0.11608859382882,
8.00910705355285,0.110113495993074,
8.0482889547845,0.105914397078839,
8.08747085601615,0.102743046736663,
8.1266527572478,0.100026739488925,
8.16583465847944,0.0977682846648493,
8.20501655971109,0.0956425719968403,
8.24419846094274,0.0934849548218781,
8.28338036217438,0.0914021390803232,
8.32256226340603,0.0902164621361883,
8.36174416463768,0.0892923731859576,
8.40092606586932,0.087722876658336,
8.44010796710097,0.0859461866725661,
8.47928986833262,0.0843748979711916,
